HEI Course Code,INSTITUTION and COURSE,EOS,Mid,,
"Institute of Technology, Sligo",SG442,Occupational Safety and Health,289,330
"Institute of Technology, Sligo",SG443,Human Nutrition,357,419
"Institute of Technology, Sligo",SG444,Science (Undenominated),308,369
"Institute of Technology, Sligo",SG445,Pharmaceutical Science with Drug Development,347,369
"Institute of Technology, Sligo",SG446,Applied Archaeology,289,290
"Institute of Technology, Sligo",SG447,Health Science and Physical Activity,316,363
"Institute of Technology, Sligo",SG448,Forensic Investigation and Analysis,306,348
"Institute of Technology, Sligo",SG449,Medical Biotechnology,329,352, ,
"Institute of Technology, Tralee",TL801,Animation Visual Effects and Motion Design,281,341
"Institute of Technology, Tralee",TL802,TV, Radio and New Media,306,356
"Institute of Technology, Tralee",TL803,Music Technology,264,288
"Institute of Technology, Tralee",TL810,Computing with Software Development,309,341
"Institute of Technology, Tralee",TL811,Computing with Games Development,310,334
"Institute of Technology, Tralee",TL812,Computing with Digital Media,369,369
"Institute of Technology, Tralee",TL815,Computing (Degree Award options),308,378
"Institute of Technology, Tralee",TL823,Event Management (3 year programme),291,346
"Institute of Technology, Tralee",TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307,372
"Institute of Technology, Tralee",TL842,Construction Management,,
"Institute of Technology, Tralee",TL844,Agricultural Engineering,311,368
"Institute of Technology, Tralee",TL845,Civil Engineering,300,364
"Institute of Technology, Tralee",TL847,Manufacturing Engineering,,
"Institute of Technology, Tralee",TL848,Agricultural Science,331,362
"Institute of Technology, Tralee",TL851,Wildlife Biology (Degree Award options),310,362
"Institute of Technology, Tralee",TL855,Pharmaceutical Science (Degree Award options),342,386
"Institute of Technology, Tralee",TL858,Veterinary Bioscience,326,369
"Institute of Technology, Tralee",TL871,Health and Leisure (Degree Award options),303,346
"Institute of Technology, Tralee",TL872,Health and Leisure with Massage,288,357
"Institute of Technology, Tralee",TL873,Coaching and Sports Performance,282,336
"Institute of Technology, Tralee",TL880,Early Childhood Care and Education,307,347
"Institute of Technology, Tralee",TL881,Social Care,308,356
"Institute of Technology, Tralee",TL889,Counselling with Addiction - Mature applicants only,#,
"Institute of Technology, Tralee",TL890,General Nursing and Mature Applicants,407,431
"Institute of Technology, Tralee",TL891,Mental Health Nursing and Mature Applicants,367*,379, ,
"Waterford Institute of Technology",WD001,Applied Computing (options),279,358
"Waterford Institute of Technology",WD002,Science (options),302,377
"Waterford Institute of Technology",WD005,Health Sciences (options),288,347
"Waterford Institute of Technology",WD006,Exercise Sciences (options),282,337
"Waterford Institute of Technology",WD007,Engineering (options),287,382
"Waterford Institute of Technology",WD025,Construction Management and Engineering,269,327
"Waterford Institute of Technology",WD027,Music,#290,317
"Waterford Institute of Technology",WD048,Business (options),278,357
"Waterford Institute of Technology",WD084,Accounting,307,403
"Waterford Institute of Technology",WD091,Hospitality Management,210,281
"Waterford Institute of Technology",WD116,General Nursing,413,430
"Waterford Institute of Technology",WD117,Psychiatric Nursing,361,382
"Waterford Institute of Technology",WD120,Intellectual Disability Nursing,338,359
"Waterford Institute of Technology",WD134,International Business,289,350
"Waterford Institute of Technology",WD137,Design (Visual Communications),253,373
"Waterford Institute of Technology",WD140,Laws,290,352
"Waterford Institute of Technology",WD144,Architecture,283,385
"Waterford Institute of Technology",WD147,Pharmaceutical Science,298,363
"Waterford Institute of Technology",WD148,Tourism Marketing,269,338
"Waterford Institute of Technology",WD149,Early Childhood Studies,288,336
"Waterford Institute of Technology",WD150,Criminal Justice Studies,271,311
"Waterford Institute of Technology",WD152,Visual Art,253,323
"Waterford Institute of Technology",WD161,Computer Forensics and Security,262,401
"Waterford Institute of Technology",WD162,Quantity Surveying,260,320
"Waterford Institute of Technology",WD163,Psychology,390,429
"Waterford Institute of Technology",WD186,Sports Coaching and Performance,276,327
"Waterford Institute of Technology",WD187,Social Science,271,321
"Waterford Institute of Technology",WD191,Agricultural Science,378,421
"Waterford Institute of Technology",WD192,Social Care Practice,279,323
"Waterford Institute of Technology",WD193,Marketing and Digital Media,290,358
"Waterford Institute of Technology",WD194,Culinary Arts,235,331
"Waterford Institute of Technology",WD195,Architectural and Building Information Modelling Technology,266,305
"Waterford Institute of Technology",WD200,Arts (options),221,296
"Waterford Institute of Technology",WD210,Software Systems Development,271,329
"Waterford Institute of Technology",WD211,Creative Computing,275,322
"Waterford Institute of Technology",WD212,Recreation and Sport Management,274,311
"Waterford Institute of Technology",WD230,Mechanical and Manufacturing Engineering,273,348

